0,EISD840101,"[74.41497445106506, 75.89703798294067, 73.9469587802887, 74.57098364830017, 75.66302418708801]",74.89859580993652
1,KIDA850101,"[74.7269868850708, 75.50702095031738, 72.69890904426575, 75.66302418708801, 74.57098364830017]",74.63338494300842
2,GOLD730101,"[73.32293391227722, 73.86895418167114, 73.86895418167114, 73.79094958305359, 74.18096661567688]",73.80655169487
3,CASG920101,"[74.49297904968262, 72.7769136428833, 74.41497445106506, 71.99687957763672, 70.98283767700195]",72.93291687965393
4,FASG890101,"[74.02496337890625, 71.0608422756195, 72.38689661026001, 73.47893714904785, 70.82683444023132]",72.35569477081299
5,KYTJ820101,"[72.2308874130249, 74.64898824691772, 73.86895418167114, 74.41497445106506, 73.86895418167114]",73.80655169487
6,BLAS910101,"[74.88299608230591, 75.42901635169983, 75.03899931907654, 76.52106285095215, 75.11700391769409]",75.3978157043457
7,L_hydrophobicity_scale,"[77.06708312034607, 77.7691125869751, 75.97503662109375, 76.59906148910522, 77.45710015296936]",76.9734787940979
8,NADH010103,"[73.47893714904785, 71.37285470962524, 75.19500851631165, 73.9469587802887, 72.6209044456482]",73.32293272018433
9,NADH010104,"[73.16692471504211, 73.79094958305359, 72.46490120887756, 73.08892607688904, 70.59282660484314]",72.62090563774109
10,NADH010105,"[73.40093851089478, 73.79094958305359, 74.7269868850708, 74.02496337890625, 73.47893714904785]",73.88455510139465
11,NADH010102,"[75.58502554893494, 76.0530412197113, 74.41497445106506, 76.20905041694641, 73.5569417476654]",75.16380667686462
12,PRAM900101,"[77.7691125869751, 76.52106285095215, 77.69110798835754, 74.18096661567688, 77.06708312034607]",76.64586663246155
13,JOND750101,"[73.47893714904785, 74.96100068092346, 74.49297904968262, 75.11700391769409, 75.11700391769409]",74.63338494300842
14,ENGD860101,"[78.5491406917572, 78.15912365913391, 78.08112502098083, 77.7691125869751, 78.15912365913391]",78.14352512359619
15,JURD980101,"[73.9469587802887, 74.7269868850708, 74.10296201705933, 72.93291687965393, 73.40093851089478]",73.8221526145935
16,KUHL950101,"[75.97503662109375, 75.58502554893494, 74.80499148368835, 77.06708312034607, 75.19500851631165]",75.72542905807495
17,WOLR790101,"[73.32293391227722, 72.54289984703064, 75.2730131149292, 74.96100068092346, 75.2730131149292]",74.27457213401794
18,EISD860102,"[74.7269868850708, 74.57098364830017, 75.50702095031738, 75.89703798294067, 74.7269868850708]",75.08580327033997
19,CIDH920105,"[73.16692471504211, 72.93291687965393, 71.99687957763672, 74.33697581291199, 72.07488417625427]",72.9017162322998
20,ZIMJ680101,"[71.21685147285461, 71.4508593082428, 72.85491228103638, 75.42901635169983, 74.41497445106506]",73.07332277297974
21,HOPT810101,"[73.71295094490051, 73.9469587802887, 72.46490120887756, 73.47893714904785, 73.9469587802887]",73.51014137268066
22,ARGP820101,"[73.86895418167114, 76.83307528495789, 75.97503662109375, 75.74102878570557, 75.03899931907654]",75.49141883850098
23,NADH010107,"[75.19500851631165, 71.4508593082428, 72.38689661026001, 74.10296201705933, 74.41497445106506]",73.51014018058777
24,PONP930101,"[73.47893714904785, 73.86895418167114, 75.97503662109375, 74.88299608230591, 73.16692471504211]",74.27456974983215
25,NADH010101,"[74.41497445106506, 74.18096661567688, 71.68486714363098, 71.68486714363098, 73.5569417476654]",73.10452342033386
26,NADH010106,"[72.7769136428833, 73.47893714904785, 72.69890904426575, 74.96100068092346, 72.69890904426575]",73.32293391227722
27,LEVM760101,"[72.85491228103638, 72.54289984703064, 73.5569417476654, 74.10296201705933, 74.10296201705933]",73.43213558197021
