0,EISD840101,"[73.24492931365967, 72.2308874130249, 74.18096661567688, 72.2308874130249, 71.21685147285461]",72.6209044456482
1,KIDA850101,"[71.52886390686035, 70.1248049736023, 72.38689661026001, 74.64898824691772, 73.24492931365967]",72.38689661026001
2,GOLD730101,"[71.52886390686035, 74.10296201705933, 72.85491228103638, 71.99687957763672, 71.99687957763672]",72.4960994720459
3,CASG920101,"[72.6209044456482, 70.20280957221985, 71.68486714363098, 72.6209044456482, 71.68486714363098]",71.76287055015564
4,FASG890101,"[71.68486714363098, 75.42901635169983, 72.93291687965393, 70.67082524299622, 75.74102878570557]",73.2917308807373
5,KYTJ820101,"[72.2308874130249, 73.24492931365967, 72.85491228103638, 73.63494634628296, 74.41497445106506]",73.2761299610138
6,BLAS910101,"[75.66302418708801, 74.88299608230591, 74.7269868850708, 74.7269868850708, 75.81903338432312]",75.16380548477173
7,L_hydrophobicity_scale,"[76.13104581832886, 75.58502554893494, 77.2230863571167, 78.31513285636902, 77.3790955543518]",76.92667722702026
8,NADH010103,"[73.32293391227722, 71.68486714363098, 73.47893714904785, 74.41497445106506, 72.54289984703064]",73.08892250061035
9,NADH010104,"[70.74882984161377, 70.59282660484314, 73.24492931365967, 71.84087634086609, 71.37285470962524]",71.56006336212158
10,NADH010105,"[72.69890904426575, 72.30889201164246, 73.24492931365967, 72.85491228103638, 73.63494634628296]",72.94851779937744
11,NADH010102,"[73.01092147827148, 75.66302418708801, 74.88299608230591, 74.33697581291199, 76.83307528495789]",74.94539856910706
12,PRAM900101,"[75.97503662109375, 77.84711122512817, 74.25897121429443, 76.13104581832886, 78.5491406917572]",76.55226111412048
13,JOND750101,"[73.47893714904785, 76.59906148910522, 74.18096661567688, 75.19500851631165, 75.35101175308228]",74.96099710464478
14,ENGD860101,"[74.49297904968262, 76.52106285095215, 77.06708312034607, 75.2730131149292, 75.2730131149292]",75.72543025016785
15,JURD980101,"[73.47893714904785, 72.93291687965393, 71.13884687423706, 71.76287174224854, 72.54289984703064]",72.3712944984436
16,KUHL950101,"[73.16692471504211, 75.35101175308228, 75.58502554893494, 74.57098364830017, 74.7269868850708]",74.68018651008606
17,WOLR790101,"[74.96100068092346, 76.13104581832886, 72.7769136428833, 74.18096661567688, 74.10296201705933]",74.43057775497437
18,EISD860102,"[75.19500851631165, 74.10296201705933, 74.64898824691772, 72.85491228103638, 74.02496337890625]",74.16536688804626
19,CIDH920105,"[73.16692471504211, 73.79094958305359, 74.80499148368835, 70.67082524299622, 75.19500851631165]",73.52573990821838
20,ZIMJ680101,"[72.7769136428833, 74.96100068092346, 72.93291687965393, 72.7769136428833, 72.85491228103638]",73.26053142547607
21,HOPT810101,"[75.66302418708801, 72.38689661026001, 71.84087634086609, 73.63494634628296, 73.5569417476654]",73.4165370464325
22,ARGP820101,"[74.02496337890625, 72.93291687965393, 73.01092147827148, 73.40093851089478, 71.76287174224854]",73.026522397995
23,NADH010107,"[72.54289984703064, 72.07488417625427, 72.69890904426575, 73.5569417476654, 72.46490120887756]",72.66770720481873
24,PONP930101,"[74.7269868850708, 75.35101175308228, 74.33697581291199, 73.40093851089478, 74.96100068092346]",74.55538272857666
25,NADH010101,"[73.71295094490051, 74.33697581291199, 72.2308874130249, 73.01092147827148, 71.0608422756195]",72.87051558494568
26,NADH010106,"[72.85491228103638, 75.03899931907654, 76.4430582523346, 74.25897121429443, 74.18096661567688]",74.55538153648376
27,LEVM760101,"[74.64898824691772, 73.08892607688904, 73.5569417476654, 73.16692471504211, 73.32293391227722]",73.5569429397583
